codigo;codigo_formatado;descricao;data_inicio;data_fim;tipo_orgao_ato_ini;numero_ato_ini;ano_ato_ini;source_id;data_ultima_alteracao;snapshot_gerado_em
16023230;1602.32.30;Com conteúdo de carne ou de miudezas igual ou superior a 25 % e inferior a 57 %, em peso;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16023290;1602.32.90;Outras;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16023900;1602.39.00;-- Outras;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16024100;1602.41.00;-- Pernas e respectivos pedaços;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16024200;1602.42.00;-- Pás e respectivos pedaços;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16024900;1602.49.00;-- Outras, incluindo as misturas;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16025000;1602.50.00;- Da espécie bovina;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16029000;1602.90.00;- Outras, incluindo as preparações de sangue de quaisquer animais;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16030000;1603.00.00;Extratos e sucos de carne, peixes ou crustáceos, moluscos ou de outros invertebrados aquáticos.;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16041100;1604.11.00;-- Salmões;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16041200;1604.12.00;-- Arenques;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16041310;1604.13.10;Sardinhas;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16041390;1604.13.90;Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16041410;1604.14.10;Atuns;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16041420;1604.14.20;Bonito-listrado;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16041430;1604.14.30;Bonito-cachorro;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16041500;1604.15.00;-- Cavalinhas (Sardas e cavalas*);;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16041600;1604.16.00;-- Anchovas (Biqueirões*);;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16041700;1604.17.00;-- Enguias;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16041800;1604.18.00;-- Barbatanas de tubarão;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16041900;1604.19.00;-- Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16042010;1604.20.10;De atuns;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16042020;1604.20.20;De bonito-listrado;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16042030;1604.20.30;De sardinhas ou de anchoveta;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16042090;1604.20.90;Outras;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16043100;1604.31.00;-- Caviar;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16043200;1604.32.00;-- Sucedâneos do caviar;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16051000;1605.10.00;- Caranguejos;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16052100;1605.21.00;-- Não acondicionados em recipientes hermeticamente fechados;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16052900;1605.29.00;-- Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16053000;1605.30.00;- Lavagantes;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16054000;1605.40.00;- Outros crustáceos;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16055100;1605.51.00;-- Ostras;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16055200;1605.52.00;-- Vieiras, incluindo a americana;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16055300;1605.53.00;-- Mexilhões;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16055400;1605.54.00;-- Sépias e lulas (Chocos e lulas*) (Chocos, chopos, potas e lulas*);;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16055500;1605.55.00;-- Polvos;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16055600;1605.56.00;-- Amêijoas, berbigões e arcas;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16055700;1605.57.00;-- Abalones (Orelhas-do-mar*);;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16055800;1605.58.00;-- Caracóis, exceto os do mar;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16055900;1605.59.00;-- Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16056100;1605.61.00;-- Pepinos-do-mar;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16056200;1605.62.00;-- Ouriços-do-mar;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16056300;1605.63.00;-- Medusas (águas-vivas);;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
16056900;1605.69.00;-- Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
17011200;1701.12.00;-- De beterraba;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
17011300;1701.13.00;-- Açúcar de cana mencionado na Nota de subposição 2 do presente Capítulo;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
17011400;1701.14.00;-- Outros açúcares de cana;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
17019100;1701.91.00;-- Adicionados de aromatizantes ou de corantes;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
17019900;1701.99.00;-- Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
17021100;1702.11.00;-- Que contenham, em peso, 99 % ou mais de lactose, expresso em lactose anidra, calculado sobre a matéria seca;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
17021900;1702.19.00;-- Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
17022000;1702.20.00;- Açúcar e xarope, de bordo (ácer);;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
17023011;1702.30.11;Quimicamente pura;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
17023019;1702.30.19;Outra;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
17023020;1702.30.20;Xarope de glicose;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
17024010;1702.40.10;Glicose;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
17024020;1702.40.20;Xarope de glicose;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
17025000;1702.50.00;- Frutose (levulose) quimicamente pura;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
17026010;1702.60.10;Frutose (levulose);;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
17026020;1702.60.20;Xarope de frutose (levulose);;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
17029000;1702.90.00;- Outros, incluindo o açúcar invertido e os outros açúcares e xaropes de açúcares, que contenham, em peso, no estado seco, 50 % de frutose (levulose);;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
17031000;1703.10.00;- Melaços de cana;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
17039000;1703.90.00;- Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
17041000;1704.10.00;- Gomas de mascar (pastilhas elásticas), mesmo revestidas de açúcar;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
17049010;1704.90.10;Chocolate branco;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
17049020;1704.90.20;Caramelos, confeitos, dropes, pastilhas, e produtos semelhantes;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
17049090;1704.90.90;Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
18010000;1801.00.00;Cacau inteiro ou partido, em bruto ou torrado.;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
18020000;1802.00.00;Cascas, películas e outros desperdícios de cacau.;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
18031000;1803.10.00;- Não desengordurada;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
18032000;1803.20.00;- Total ou parcialmente desengordurada;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
18040000;1804.00.00;Manteiga, gordura e óleo, de cacau.;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
18050000;1805.00.00;Cacau em pó, sem adição de açúcar ou de outros edulcorantes.;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
18061000;1806.10.00;- Cacau em pó, com adição de açúcar ou de outros edulcorantes;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
18062000;1806.20.00;- Outras preparações em blocos ou em barras, de peso superior a 2 kg, ou no estado líquido, em pasta, em pó, grânulos ou formas semelhantes, em recipientes ou embalagens imediatas de conteúdo superior a 2 kg;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
18063110;1806.31.10;Chocolate;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
18063120;1806.31.20;Outras preparações;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
18063210;1806.32.10;Chocolate;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
18063220;1806.32.20;Outras preparações;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
18069000;1806.90.00;- Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
19011010;1901.10.10;Leite modificado;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
19011020;1901.10.20;Farinha láctea;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
19011030;1901.10.30;À base de farinha, grumos, sêmola ou amido;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
19011090;1901.10.90;Outras;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
19012010;1901.20.10;Massa para a preparação de pão, sem adição de grãos ou sementes integrais, congelada;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
19012020;1901.20.20;Massa para a preparação de pão, com adição de grãos ou sementes integrais, congelada;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
19012090;1901.20.90;Outras;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
19019010;1901.90.10;Extrato de malte;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
19019020;1901.90.20;Doce de leite;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
19019090;1901.90.90;Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
19021100;1902.11.00;-- Que contenham ovos;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
19021900;1902.19.00;-- Outras;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
19022000;1902.20.00;- Massas alimentícias recheadas (mesmo cozidas ou preparadas de outro modo);;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
19023000;1902.30.00;- Outras massas alimentícias;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
19024000;1902.40.00;- Cuscuz;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
19030000;1903.00.00;Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes.;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
19041000;1904.10.00;- Produtos à base de cereais, obtidos por expansão ou por torrefação;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
19042000;1904.20.00;- Preparações alimentícias obtidas a partir de flocos de cereais não torrados ou de misturas de flocos de cereais não torrados com flocos de cereais torrados ou expandidos;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
19043000;1904.30.00;- Trigo <i>bulgur</i>;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
19049000;1904.90.00;- Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
19051000;1905.10.00;- Pão crocante denominado <i>knäckebrot</i>;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
19052010;1905.20.10;Panetone;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
19052090;1905.20.90;Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
19053100;1905.31.00;-- Bolachas e biscoitos, adicionados de edulcorantes;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
19053200;1905.32.00;-- <i>Waffles</i> e <i>wafers</i>;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
19054000;1905.40.00;- Torradas (tostas), pão torrado e produtos semelhantes torrados;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
19059010;1905.90.10;Pão de forma;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
19059020;1905.90.20;Bolachas e biscoitos;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
19059090;1905.90.90;Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20011000;2001.10.00;- Pepinos e pepininhos (<i>cornichons</i>);;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20019000;2001.90.00;- Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20021000;2002.10.00;- Tomates inteiros ou em pedaços;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20029000;2002.90.00;- Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20031000;2003.10.00;- Cogumelos do gênero <i>Agaricus</i>;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20039000;2003.90.00;- Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20041000;2004.10.00;- Batatas;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20049000;2004.90.00;- Outros produtos hortícolas e misturas de produtos hortícolas;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20051000;2005.10.00;- Produtos hortícolas homogeneizados;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20052000;2005.20.00;- Batatas;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20054000;2005.40.00;- Ervilhas (<i>Pisum sativum</i>);;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20055100;2005.51.00;-- Feijões em grãos;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20055900;2005.59.00;-- Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20056000;2005.60.00;- Aspargos;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20057000;2005.70.00;- Azeitonas;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20058000;2005.80.00;- Milho doce (<i>Zea mays</i> var. <i>saccharata</i>);;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20059100;2005.91.00;-- Brotos (rebentos) de bambu;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20059900;2005.99.00;-- Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20060000;2006.00.00;Produtos hortícolas, fruta, cascas de fruta e outras partes de plantas, conservados com açúcar (passados por calda, glaçados ou cristalizados).;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20071000;2007.10.00;- Preparações homogeneizadas;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20079100;2007.91.00;-- De citros (citrinos);;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20079910;2007.99.10;Geleias e <i>marmelades</i>;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20079921;2007.99.21;De açaí (<i>Euterpe oleracea</i>);;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20079922;2007.99.22;De acerola (<i>Malpighia</i> spp.);;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20079923;2007.99.23;De banana (<i>Musa</i> spp.);;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20079924;2007.99.24;De goiaba (<i>Psidium guajava</i>);;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20079925;2007.99.25;De manga (<i>Mangifera indica</i>);;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20079926;2007.99.26;De cupuaçu (<i>Theobroma grandiflorum</i>);;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20079927;2007.99.27;De mamão (papaia) (<i>Carica papaya L.</i>);;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20079929;2007.99.29;Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20079990;2007.99.90;Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20081100;2008.11.00;-- Amendoins;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20081900;2008.19.00;-- Outros, incluindo as misturas;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20082010;2008.20.10;Em água edulcorada, incluindo os xaropes;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20082090;2008.20.90;Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20083000;2008.30.00;- Citros (citrinos);;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20084010;2008.40.10;Em água edulcorada, incluindo os xaropes;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20084090;2008.40.90;Outras;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20085000;2008.50.00;- Damascos;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20086010;2008.60.10;Em água edulcorada, incluindo os xaropes;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20086090;2008.60.90;Outras;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20087010;2008.70.10;Em água edulcorada, incluindo os xaropes;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20087020;2008.70.20;Polpa com valor Brix igual ou superior a 20;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20087090;2008.70.90;Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20088000;2008.80.00;- Morangos;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20089100;2008.91.00;-- Palmitos;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20089300;2008.93.00;"-- Arandos vermelhos (<i>cranberries</i>) (<i>Vaccinium macrocarpon</i>, <i>Vaccinium oxycoccos</i>); airela vermelha (<i>Vaccinium vitis-idaea</i>)";;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20089710;2008.97.10;Em água edulcorada, incluindo os xaropes;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20089790;2008.97.90;Outras;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20089900;2008.99.00;-- Outras;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20091100;2009.11.00;-- Congelado;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20091200;2009.12.00;-- Não congelado, com valor Brix não superior a 20;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20091900;2009.19.00;-- Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20092100;2009.21.00;-- Com valor Brix não superior a 20;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20092900;2009.29.00;-- Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20093100;2009.31.00;-- Com valor Brix não superior a 20;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20093900;2009.39.00;-- Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20094100;2009.41.00;-- Com valor Brix não superior a 20;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20094900;2009.49.00;-- Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20095000;2009.50.00;- Suco (sumo) de tomate;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20096100;2009.61.00;-- Com valor Brix não superior a 30;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20096900;2009.69.00;-- Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20097100;2009.71.00;-- Com valor Brix não superior a 20;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20097900;2009.79.00;-- Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20098100;2009.81.00;"-- Suco (sumo) de arando vermelho (<i>cranberry</i>) (<i>Vaccinium macrocarpon</i>, <i>Vaccinium oxycoccos</i>); suco (sumo) de airela vermelha (<i>Vaccinium vitis-idaea</i>)";;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20098911;2009.89.11;De pêssego, com valor Brix igual ou superior a 60;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20098912;2009.89.12;De acerola (<i>Malpighia</i> spp.);;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20098913;2009.89.13;De maracujá (<i>Passiflora edulis</i>);;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20098919;2009.89.19;Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20098921;2009.89.21;Com valor Brix não superior a 7,4;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20098922;2009.89.22;Com valor Brix superior a 7,4;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20098990;2009.89.90;Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
20099000;2009.90.00;- Misturas de sucos (sumos);;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
21011110;2101.11.10;Café solúvel, mesmo descafeinado;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
21011190;2101.11.90;Outros;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
21011200;2101.12.00;-- Preparações à base de extratos, essências ou concentrados ou à base de café;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
21012010;2101.20.10;De chá;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
21012020;2101.20.20;De mate;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
21013000;2101.30.00;- Chicória torrada e outros sucedâneos torrados do café e respectivos extratos, essências e concentrados;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
21021010;2102.10.10;<i>Saccharomyces boulardii</i>;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
21021090;2102.10.90;Outras;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
21022000;2102.20.00;"- Leveduras mortas; outros microrganismos monocelulares mortos";;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
21023000;2102.30.00;- Pós para levedar, preparados;;;;;;RFB_CLASSIF_NCM_JSON;;2026-08-22T08:22:04.883651+00:00
